[5.030632019042969e-05]Start running EvoMol from [H][H]...
[0.0007710456848144531] Updated in round 1! max:(0.17391304347826086, 'c1ccccc1'), min:(-99999, '')
[0.005185127258300781] Updated in round 2! max:(0.30434782608695654, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.012076139450073242] Updated in round 3! max:(0.34782608695652173, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.021068811416625977] Updated in round 4! max:(0.34782608695652173, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.02230525016784668] Updated in round 5! max:(0.34782608695652173, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.023897647857666016] Updated in round 6! max:(0.391304347826087, 'C=Cc1ccc2ccc(C=C)cc2c1'), min:(-99999, '')
[0.035498619079589844] Updated in round 7! max:(0.43478260869565216, 'C=Cc1ccc2cc(C=C)c(C=C)cc2c1'), min:(-99999, '')
[0.04890727996826172] Updated in round 8! max:(0.43478260869565216, 'C=Cc1ccc2cc(C=C)c(C=C)cc2c1'), min:(-99999, '')
[0.050278663635253906] Updated in round 9! max:(0.43478260869565216, 'C=Cc1ccc2cc(C=C)c(C=C)cc2c1'), min:(-99999, '')
[0.05259895324707031] Updated in round 10! max:(0.6086956521739131, 'C=Cc1ccc2cc(C=Cc3ccccc3)c(C=C)cc2c1'), min:(-99999, '')
[0.08317184448242188] Updated in round 11! max:(0.7391304347826086, 'C=Cc1ccc2cc(C=Cc3ccc4ccccc4c3)c(C=C)cc2c1'), min:(-99999, '')
[0.1270885467529297] Updated in round 12! max:(0.7391304347826086, 'C=Cc1ccc2cc(C=Cc3ccc4ccccc4c3)c(C=C)cc2c1'), min:(-99999, '')
[0.1297016143798828] Updated in round 13! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.18369174003601074] Updated in round 14! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.18606352806091309] Updated in round 15! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.18840503692626953] Updated in round 16! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.19072413444519043] Updated in round 17! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.19303274154663086] Updated in round 18! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.19542694091796875] Updated in round 19! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.19780230522155762] Updated in round 20! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.20011210441589355] Updated in round 21! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.202470064163208] Updated in round 22! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.2050001621246338] Updated in round 23! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.2073204517364502] Updated in round 24! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.2097458839416504] Updated in round 25! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.2121562957763672] Updated in round 26! max:(0.8260869565217391, 'C=Cc1cc2cc3ccccc3cc2cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
