[6.628036499023438e-05]Start running EvoMol from [H][H]...
[0.038736581802368164] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.08123111724853516] Updated in round 2! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.2297656536102295] Updated in round 3! max:(0.10810810810810811, 'C=CC=CC(=C)C=C'), min:(-99999, '')
[0.23471856117248535] Updated in round 4! max:(0.13513513513513514, 'C=CC=CC(=C)C(=C)C=C'), min:(-99999, '')
[0.28094053268432617] Updated in round 5! max:(0.16216216216216217, 'C=CC=CC(=C)C(C=C)=CC=C'), min:(-99999, '')
[0.2888021469116211] Updated in round 6! max:(0.1891891891891892, 'C=CC=CC=C(C=C)C(=C)C=CC=C'), min:(-99999, '')
[0.29940247535705566] Updated in round 7! max:(0.1891891891891892, 'C=CC=CC=C(C=C)C(=C)C=CC=C'), min:(-99999, '')
[0.3018155097961426] Updated in round 8! max:(0.21621621621621623, 'C=CC=CC=c1ccc(C=C)cc1=C'), min:(-99999, '')
[0.3317124843597412] Updated in round 9! max:(0.21621621621621623, 'C=CC=CC=c1ccc(C=C)cc1=C'), min:(-99999, '')
[0.35328221321105957] Updated in round 10! max:(0.24324324324324326, 'C=CC=CC=CC=c1ccc(C=C)cc1=C'), min:(-99999, '')
[0.3915081024169922] Updated in round 11! max:(0.2702702702702703, 'C=CC=CC=CC=c1cc(C=C)c(C=C)cc1=C'), min:(-99999, '')
[0.4127328395843506] Updated in round 12! max:(0.2972972972972973, 'C=CC=CC=CC=CC=c1cc(C=C)c(C=C)cc1=C'), min:(-99999, '')
[0.44203639030456543] Updated in round 13! max:(0.32432432432432434, 'C=CC(=C)C=CC=CC=CC=c1cc(C=C)c(C=C)cc1=C'), min:(-99999, '')
[0.48568201065063477] Updated in round 14! max:(0.32432432432432434, 'C=CC(=C)C=CC=CC=CC=c1cc(C=C)c(C=C)cc1=C'), min:(-99999, '')
[0.5067102909088135] Updated in round 15! max:(0.35135135135135137, 'C=CC(=C)C=CC=CC=CC=c1cc2ccccc2cc1=C'), min:(-99999, '')
[0.5438699722290039] Updated in round 16! max:(0.3783783783783784, 'C=CC(=C)C(=C)C=CC=CC=CC=c1cc2ccccc2cc1=C'), min:(-99999, '')
[0.5842695236206055] Updated in round 17! max:(0.40540540540540543, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccccc2cc1=C'), min:(-99999, '')
[0.6327075958251953] Updated in round 18! max:(0.40540540540540543, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccccc2cc1=C'), min:(-99999, '')
[0.6362111568450928] Updated in round 19! max:(0.43243243243243246, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=C'), min:(-99999, '')
[0.6927103996276855] Updated in round 20! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.7880585193634033] Updated in round 21! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.7925078868865967] Updated in round 22! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.802370548248291] Updated in round 23! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8142571449279785] Updated in round 24! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8179593086242676] Updated in round 25! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8211710453033447] Updated in round 26! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8254268169403076] Updated in round 27! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8288805484771729] Updated in round 28! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.8324623107910156] Updated in round 29! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.836101770401001] Updated in round 30! max:(0.4594594594594595, 'C=CC=C(C=C)C(=C)C=CC=CC=CC=c1cc2ccc(C=C)cc2cc1=CC=C'), min:(-99999, '')
