[6.365776062011719e-05]Start running EvoMol from [H][H]...
[0.0011065006256103516] Updated in round 1! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.008757352828979492] Updated in round 2! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.029465436935424805] Updated in round 3! max:(0.32432432432432434, 'c1ccc(-c2ccccc2-c2ccccc2)cc1'), min:(-99999, '')
[0.0681159496307373] Updated in round 4! max:(0.32432432432432434, 'c1ccc(-c2ccccc2-c2ccccc2)cc1'), min:(-99999, '')
[0.07326602935791016] Updated in round 5! max:(0.43243243243243246, 'c1ccc(-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1'), min:(-99999, '')
[0.14097142219543457] Updated in round 6! max:(0.4594594594594595, 'C=Cc1cccc(-c2ccccc2-c2cccc(-c3ccccc3)c2)c1'), min:(-99999, '')
[0.22118926048278809] Updated in round 7! max:(0.5135135135135135, 'C=Cc1cccc(-c2ccccc2-c2cccc3c2ccc2ccccc23)c1'), min:(-99999, '')
[0.30678439140319824] Updated in round 8! max:(0.5135135135135135, 'C=Cc1cccc(-c2ccccc2-c2cccc3c2ccc2ccccc23)c1'), min:(-99999, '')
[0.31349754333496094] Updated in round 9! max:(0.5675675675675675, 'c1ccc(-c2cccc3c2ccc2ccccc23)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.4134862422943115] Updated in round 10! max:(0.6486486486486487, 'c1ccc(-c2cccc3c2ccc2ccc4ccccc4c23)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.5482578277587891] Updated in round 11! max:(0.7297297297297297, 'c1ccc(-c2cccc3ccc4ccccc4c23)c(-c2cccc3c2ccc2ccc4ccccc4c23)c1'), min:(-99999, '')
[0.7150392532348633] Updated in round 12! max:(0.7297297297297297, 'c1ccc(-c2cccc3ccc4ccccc4c23)c(-c2cccc3c2ccc2ccc4ccccc4c23)c1'), min:(-99999, '')
[0.7227625846862793] Updated in round 13! max:(0.7567567567567568, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4ccccc4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.9160704612731934] Updated in round 14! max:(0.7567567567567568, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4ccccc4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.9258003234863281] Updated in round 15! max:(0.7567567567567568, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4ccccc4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.9334444999694824] Updated in round 16! max:(0.7567567567567568, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4ccccc4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.941960334777832] Updated in round 17! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4cccc(C=C)c4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[1.1471188068389893] Updated in round 18! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4cccc(C=C)c4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[1.1556825637817383] Updated in round 19! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4cccc(C=C)c4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[1.1655819416046143] Updated in round 20! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3c2ccc2ccc4cccc(C=C)c4c23)c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[1.1757502555847168] Updated in round 21! max:(0.8378378378378378, 'C=Cc1ccc2ccc3ccc4c(ccc5ccc6cccc(C=C)c6c54)c3c2c1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[1.4150493144989014] Updated in round 22! max:(0.8648648648648649, 'C=Cc1ccc2c(ccc3cccc(-c4c(C=C)ccc5ccc6ccc7c(ccc8ccc9cccc(C=C)c9c87)c6c45)c32)c1'), min:(-99999, '')
[1.6729371547698975] Updated in round 23! max:(0.8648648648648649, 'C=Cc1ccc2c(ccc3cccc(-c4c(C=C)ccc5ccc6ccc7c(ccc8ccc9cccc(C=C)c9c87)c6c45)c32)c1'), min:(-99999, '')
[1.6884429454803467] Updated in round 24! max:(0.8648648648648649, 'C=Cc1ccc2c(ccc3cccc(-c4c(C=C)ccc5ccc6ccc7c(ccc8ccc9cccc(C=C)c9c87)c6c45)c32)c1'), min:(-99999, '')
