[9.608268737792969e-05]Start running EvoMol from [H][H]...
[0.005079746246337891] Updated in round 1! max:(0.14705882352941177, 'c1ccccc1'), min:(-99999, '')
[0.010640621185302734] Updated in round 2! max:(0.36363636363636365, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.022394657135009766] Updated in round 3! max:(0.45714285714285713, 'c1ccc2c(c1)ccc1ccccc12'), min:(-99999, '')
[0.043251991271972656] Updated in round 4! max:(0.59375, 'c1cc2ccc3c4cccc3c2c4c1'), min:(-99999, '')
[0.06216859817504883] Updated in round 5! max:(0.59375, 'c1cc2ccc3c4cccc3c2c4c1'), min:(-99999, '')
[0.06320881843566895] Updated in round 6! max:(0.59375, 'c1cc2ccc3c4cccc3c2c4c1'), min:(-99999, '')
[0.06414389610290527] Updated in round 7! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.09585928916931152] Updated in round 8! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.09711146354675293] Updated in round 9! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.09829378128051758] Updated in round 10! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.09942173957824707] Updated in round 11! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.10057377815246582] Updated in round 12! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.10180068016052246] Updated in round 13! max:(0.6056338028169014, 'c1ccc2c(c1)cc1c3ccc4cccc(c41)c23'), min:(-99999, '')
[0.10297870635986328] Updated in round 14! max:(0.6153846153846154, 'c1ccc2c(c1)ccc1c2cc2c3ccc4cccc(c42)c13'), min:(-99999, '')
[0.14990448951721191] Updated in round 15! max:(0.6153846153846154, 'c1ccc2c(c1)ccc1c2cc2c3ccc4cccc(c42)c13'), min:(-99999, '')
[0.1513078212738037] Updated in round 16! max:(0.6153846153846154, 'c1ccc2c(c1)ccc1c2cc2c3ccc4cccc(c42)c13'), min:(-99999, '')
[0.15267682075500488] Updated in round 17! max:(0.6153846153846154, 'c1ccc2c(c1)ccc1c2cc2c3ccc4cccc(c42)c13'), min:(-99999, '')
[0.15413475036621094] Updated in round 18! max:(0.6153846153846154, 'c1ccc2c(c1)ccc1c2cc2c3ccc4cccc(c42)c13'), min:(-99999, '')
[0.15558719635009766] Updated in round 19! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.20638227462768555] Updated in round 20! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.20777416229248047] Updated in round 21! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.20912742614746094] Updated in round 22! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.21054601669311523] Updated in round 23! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.21191859245300293] Updated in round 24! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
[0.21325993537902832] Updated in round 25! max:(0.68, 'c1ccc2ccc3c4ccc5cccc(c4cccc2c1)c53'), min:(-99999, '')
