[0.00011944770812988281]Start running EvoMol from [H][H]...
[0.001220703125] Updated in round 1! max:(0.06557377049180328, 'c1ccccc1'), min:(-99999, '')
[0.007515668869018555] Updated in round 2! max:(0.13114754098360656, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.023991107940673828] Updated in round 3! max:(0.19672131147540983, 'c1ccc(-c2cccc(-c3ccccc3)c2)cc1'), min:(-99999, '')
[0.15981125831604004] Updated in round 4! max:(0.26229508196721313, 'c1ccc(-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1'), min:(-99999, '')
[2.4839022159576416] Updated in round 5! max:(0.2786885245901639, 'C=Cc1cccc(-c2ccccc2-c2cccc(-c3ccccc3)c2)c1'), min:(-99999, '')
[3.4345145225524902] Updated in round 6! max:(0.32786885245901637, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)cc1'), min:(-99999, '')
[4.647884130477905] Updated in round 7! max:(0.3770491803278688, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccc5ccccc5c4)c3)c2)cc1'), min:(-99999, '')
[6.307201623916626] Updated in round 8! max:(0.3770491803278688, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccc5ccccc5c4)c3)c2)cc1'), min:(-99999, '')
[9.391457080841064] Updated in round 9! max:(0.3770491803278688, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccc5ccccc5c4)c3)c2)cc1'), min:(-99999, '')
[10.608553886413574] Updated in round 10! max:(0.4098360655737705, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc4c3ccc3c5ccccc5ccc43)c2)cc1'), min:(-99999, '')
[15.494317054748535] Updated in round 11! max:(0.4098360655737705, 'c1ccc(-c2cccc(-c3ccccc3-c3cccc4c3ccc3c5ccccc5ccc43)c2)cc1'), min:(-99999, '')
[42.37039542198181] Updated in round 12! max:(0.4262295081967213, 'C=Cc1cc2ccccc2c2ccc3c(-c4ccccc4-c4cccc(-c5ccccc5)c4)cccc3c12'), min:(-99999, '')
[44.658827781677246] Updated in round 13! max:(0.4426229508196721, 'C=Cc1cccc2c1cc(C=C)c1c3cccc(-c4ccccc4-c4cccc(-c5ccccc5)c4)c3ccc21'), min:(-99999, '')
[47.29557418823242] Updated in round 14! max:(0.4426229508196721, 'C=Cc1cccc2c1cc(C=C)c1c3cccc(-c4ccccc4-c4cccc(-c5ccccc5)c4)c3ccc21'), min:(-99999, '')
[51.287477016448975] Updated in round 15! max:(0.4426229508196721, 'C=Cc1cccc2c1cc(C=C)c1c3cccc(-c4ccccc4-c4cccc(-c5ccccc5)c4)c3ccc21'), min:(-99999, '')
[60.05293107032776] Updated in round 16! max:(0.45901639344262296, 'C=Cc1cc(C=C)c2cc(C=C)c3c4cccc(-c5ccccc5-c5cccc(-c6ccccc6)c5)c4ccc3c2c1'), min:(-99999, '')
[86.63761448860168] Updated in round 17! max:(0.47540983606557374, 'C=Cc1cc(C=C)c2cc(C=C)c3c4cccc(-c5ccccc5-c5cccc(-c6ccccc6C=C)c5)c4ccc3c2c1'), min:(-99999, '')
[137.3210175037384] Updated in round 18! max:(0.47540983606557374, 'C=Cc1cc(C=C)c2cc(C=C)c3c4cccc(-c5ccccc5-c5cccc(-c6ccccc6C=C)c5)c4ccc3c2c1'), min:(-99999, '')
[138.15460681915283] Updated in round 19! max:(0.5245901639344263, 'C=Cc1ccccc1-c1cccc(-c2ccccc2-c2cccc3c2ccc2c4cc(-c5ccccc5)cc(C=C)c4cc(C=C)c32)c1'), min:(-99999, '')
[144.21914958953857] Updated in round 20! max:(0.5245901639344263, 'C=Cc1ccccc1-c1cccc(-c2ccccc2-c2cccc3c2ccc2c4cc(-c5ccccc5)cc(C=C)c4cc(C=C)c32)c1'), min:(-99999, '')
[147.3756341934204] Updated in round 21! max:(0.5245901639344263, 'C=Cc1ccccc1-c1cccc(-c2ccccc2-c2cccc3c2ccc2c4cc(-c5ccccc5)cc(C=C)c4cc(C=C)c32)c1'), min:(-99999, '')
[149.6583070755005] Updated in round 22! max:(0.5245901639344263, 'C=Cc1ccccc1-c1cccc(-c2ccccc2-c2cccc3c2ccc2c4cc(-c5ccccc5)cc(C=C)c4cc(C=C)c32)c1'), min:(-99999, '')
[150.7720184326172] Updated in round 23! max:(0.5409836065573771, 'C=Cc1cc(-c2ccccc2)cc2c1cc(C=C)c1c3cccc(-c4cccc5c4-c4cccc(c4)-c4ccccc4C=C5)c3ccc21'), min:(-99999, '')
[155.5554232597351] Updated in round 24! max:(0.5409836065573771, 'C=Cc1cc(-c2ccccc2)cc2c1cc(C=C)c1c3cccc(-c4cccc5c4-c4cccc(c4)-c4ccccc4C=C5)c3ccc21'), min:(-99999, '')
[157.21552920341492] Updated in round 25! max:(0.5409836065573771, 'C=Cc1cc(-c2ccccc2)cc2c1cc(C=C)c1c3cccc(-c4cccc5c4-c4cccc(c4)-c4ccccc4C=C5)c3ccc21'), min:(-99999, '')
[158.96740055084229] Updated in round 26! max:(0.5573770491803278, 'C=Cc1ccc2c(c1)-c1cccc(c1)-c1c(cccc1-c1cccc3c1ccc1c4cc(-c5ccccc5)cc(C=C)c4cc(C=C)c31)C=C2'), min:(-99999, '')
