[6.246566772460938e-05]Start running EvoMol from [H][H]...
[0.013173580169677734] Updated in round 1! max:(0.02040816326530612, 'C=C'), min:(-99999, '')
[0.013948440551757812] Updated in round 2! max:(0.04081632653061224, 'C=CC=C'), min:(-99999, '')
[0.01593804359436035] Updated in round 3! max:(0.061224489795918366, 'C=CC=CC=C'), min:(-99999, '')
[0.018776893615722656] Updated in round 4! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.023851394653320312] Updated in round 5! max:(0.10204081632653061, 'C=c1ccccc1=C'), min:(-99999, '')
[0.027379751205444336] Updated in round 6! max:(0.12244897959183673, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.040732383728027344] Updated in round 7! max:(0.14285714285714285, 'C=Cc1ccc(=C)c(=C)c1C=C'), min:(-99999, '')
[0.04662585258483887] Updated in round 8! max:(0.16326530612244897, 'C=c1ccc2ccccc2c1=C'), min:(-99999, '')
[0.052385568618774414] Updated in round 9! max:(0.1836734693877551, 'C=Cc1cccc2ccc(=C)c(=C)c12'), min:(-99999, '')
[0.05974984169006348] Updated in round 10! max:(0.20408163265306123, 'C=CC=Cc1cccc2ccc(=C)c(=C)c12'), min:(-99999, '')
[0.07016348838806152] Updated in round 11! max:(0.22448979591836735, 'C=c1ccc2ccc3ccccc3c2c1=C'), min:(-99999, '')
[0.0807499885559082] Updated in round 12! max:(0.24489795918367346, 'C=Cc1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.09337377548217773] Updated in round 13! max:(0.2653061224489796, 'C=CC=Cc1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.10996341705322266] Updated in round 14! max:(0.2857142857142857, 'C=CC(=C)C=Cc1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.13088393211364746] Updated in round 15! max:(0.30612244897959184, 'C=CC(=C)C=C(C=C)c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.15477561950683594] Updated in round 16! max:(0.32653061224489793, 'C=CC=CC(=CC(=C)C=C)c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.18331122398376465] Updated in round 17! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.21039867401123047] Updated in round 18! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.21476221084594727] Updated in round 19! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.2180802822113037] Updated in round 20! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.2214946746826172] Updated in round 21! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.22531867027282715] Updated in round 22! max:(0.3469387755102041, 'C=CC(=C)c1ccccc1-c1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.22982478141784668] Updated in round 23! max:(0.3673469387755102, 'C=CC(=C)c1ccccc1-c1c(C=C)ccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.26420021057128906] Updated in round 24! max:(0.3877551020408163, 'C=CC=c1c(=C)ccc2ccc3ccc(C=C)c(-c4ccccc4C(=C)C=C)c3c12'), min:(-99999, '')
[0.30536532402038574] Updated in round 25! max:(0.3877551020408163, 'C=CC=c1c(=C)ccc2ccc3ccc(C=C)c(-c4ccccc4C(=C)C=C)c3c12'), min:(-99999, '')
[0.31315183639526367] Updated in round 26! max:(0.40816326530612246, 'C=CC=C(C=C)c1ccccc1-c1c(C=C)ccc2ccc3ccc(=C)c(=CC=C)c3c12'), min:(-99999, '')
[0.36489033699035645] Updated in round 27! max:(0.40816326530612246, 'C=CC=C(C=C)c1ccccc1-c1c(C=C)ccc2ccc3ccc(=C)c(=CC=C)c3c12'), min:(-99999, '')
[0.37113046646118164] Updated in round 28! max:(0.40816326530612246, 'C=CC=C(C=C)c1ccccc1-c1c(C=C)ccc2ccc3ccc(=C)c(=CC=C)c3c12'), min:(-99999, '')
[0.38199710845947266] Updated in round 29! max:(0.42857142857142855, 'C=CC=CC=c1c(=C)ccc2ccc3ccc(C=C)c(-c4ccccc4C(C=C)=CC=C)c3c12'), min:(-99999, '')
[0.45116519927978516] Updated in round 30! max:(0.4489795918367347, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc(C=C)c(-c4ccccc4C(C=C)=CC=C)c3c12'), min:(-99999, '')
[0.5330941677093506] Updated in round 31! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.6133856773376465] Updated in round 32! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.62481689453125] Updated in round 33! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.645418643951416] Updated in round 34! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.6637113094329834] Updated in round 35! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.6889305114746094] Updated in round 36! max:(0.46938775510204084, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=C)c5c4c3c12'), min:(-99999, '')
[0.7189712524414062] Updated in round 37! max:(0.4897959183673469, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[0.8204491138458252] Updated in round 38! max:(0.4897959183673469, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[0.848827600479126] Updated in round 39! max:(0.4897959183673469, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[0.8736739158630371] Updated in round 40! max:(0.5102040816326531, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=C(C=C)C=CC=C)c5c4c3c12'), min:(-99999, '')
[0.9865765571594238] Updated in round 41! max:(0.5102040816326531, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5cccc(C(C=C)=C(C=C)C=CC=C)c5c4c3c12'), min:(-99999, '')
[1.0199871063232422] Updated in round 42! max:(0.5306122448979592, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=C)c5c4c3c12'), min:(-99999, '')
[1.144897699356079] Updated in round 43! max:(0.5306122448979592, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=C)c5c4c3c12'), min:(-99999, '')
[1.1708858013153076] Updated in round 44! max:(0.5306122448979592, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=C)c5c4c3c12'), min:(-99999, '')
[1.2073369026184082] Updated in round 45! max:(0.5510204081632653, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[1.3616745471954346] Updated in round 46! max:(0.5510204081632653, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[1.3949058055877686] Updated in round 47! max:(0.5510204081632653, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=CC=C)c5c4c3c12'), min:(-99999, '')
[1.4420461654663086] Updated in round 48! max:(0.5510204081632653, 'C=CC=CC=CC=c1c(=C)ccc2ccc3ccc4ccc5ccc(C=C)c(C(C=C)=C(C=C)C=CC=CC=C)c5c4c3c12'), min:(-99999, '')
