[4.8160552978515625e-05]Start running EvoMol from [H][H]...
[0.0006840229034423828] Updated in round 1! max:(0.3333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.004622936248779297] Updated in round 2! max:(0.4166666666666667, 'C=Cc1ccccc1'), min:(-99999, '')
[0.009299755096435547] Updated in round 3! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.015005826950073242] Updated in round 4! max:(0.5833333333333334, 'C=C1C=Cc2ccccc21'), min:(-99999, '')
[0.020364761352539062] Updated in round 5! max:(0.5833333333333334, 'C=C1C=Cc2ccccc21'), min:(-99999, '')
[0.021570920944213867] Updated in round 6! max:(0.6666666666666666, 'C=CC=C1C=Cc2ccccc21'), min:(-99999, '')
[0.02939295768737793] Updated in round 7! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.038341522216796875] Updated in round 8! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.03977513313293457] Updated in round 9! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05078315734863281] Updated in round 10! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.052037715911865234] Updated in round 11! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05332756042480469] Updated in round 12! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.054572105407714844] Updated in round 13! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05595970153808594] Updated in round 14! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06833171844482422] Updated in round 15! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06968307495117188] Updated in round 16! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.07103419303894043] Updated in round 17! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.07237720489501953] Reproduced in round 18!!
