rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_mean,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_med,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_min,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_max,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002410411834716797,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0005896091461181641,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.003896474838256836,0,0,13,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.006317853927612305,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.009676456451416016,0,0,7,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0.014739274978637695,0,0,12,0,0,0,0,0
0.002304147465437788,0.0,0.0,0.03225806451612903,0.008307721832866335,0.002304147465437788,0.0,0.0,0.03225806451612903,0.008307721832866335,13,5,0.023738622665405273,0,0,22,0,0,0,0,0
0.0016129032258064516,0.0,0.0,0.03225806451612903,0.007030482167001085,0.0016129032258064516,0.0,0.0,0.03225806451612903,0.007030482167001085,19,6,0.03207874298095703,0,0,14,0,0,0,0,0
0.00551490325683874,0.0,0.0,0.06349206349206349,0.014824332784913836,0.00551490325683874,0.0,0.0,0.06349206349206349,0.014824332784913836,29,10,0.04431962966918945,0,0,9,0,0,0,0,0
0.006443869750321363,0.0,0.0,0.06349206349206349,0.016261949091200194,0.006443869750321363,0.0,0.0,0.06349206349206349,0.016261949091200194,39,10,0.055707454681396484,0,0,11,0,0,0,0,0
0.009960569896053767,0.0,0.0,0.06666666666666667,0.018852523564396026,0.009960569896053767,0.0,0.0,0.06666666666666667,0.018852523564396026,49,10,0.07282018661499023,0,0,23,0,0,0,0,0
0.011673459472383622,0.0,0.0,0.06666666666666667,0.019785365794559744,0.011673459472383622,0.0,0.0,0.06666666666666667,0.019785365794559744,59,10,0.08750557899475098,0,0,10,0,0,0,0,0
0.01432804166058018,0.0,0.0,0.06666666666666667,0.02117770940741001,0.01432804166058018,0.0,0.0,0.06666666666666667,0.02117770940741001,69,10,0.0995793342590332,0,0,4,0,0,0,0,0
0.017542704289990656,0.0,0.0,0.109375,0.024097707977437627,0.017542704289990656,0.0,0.0,0.109375,0.024097707977437627,79,10,0.1219942569732666,0,0,28,0,0,0,0,0
0.02121106925298915,0.0,0.0,0.109375,0.026743104754686334,0.02121106925298915,0.0,0.0,0.109375,0.026743104754686334,89,10,0.13474130630493164,0,0,8,0,0,0,0,0
0.025206710311770308,0.023853944562899784,0.0,0.109375,0.02870925669636999,0.025206710311770308,0.023853944562899784,0.0,0.109375,0.02870925669636999,99,10,0.14904236793518066,0,0,5,0,0,0,0,0
0.02856392653951759,0.03200204813108039,0.0,0.109375,0.030485060805591286,0.02856392653951759,0.03200204813108039,0.0,0.109375,0.030485060805591286,109,10,0.16450285911560059,0,0,5,0,0,0,0,0
0.030781460649839266,0.03225806451612903,0.0,0.109375,0.030772605396983295,0.030781460649839266,0.03225806451612903,0.0,0.109375,0.030772605396983295,119,10,0.1790018081665039,0,0,3,0,0,0,0,0
0.03403245210281656,0.03278688524590164,0.0,0.109375,0.03210698477101745,0.03403245210281656,0.03278688524590164,0.0,0.109375,0.03210698477101745,129,10,0.1960926055908203,0,0,4,0,0,0,0,0
0.03609588539975832,0.03361581920903955,0.0,0.109375,0.032302064258509414,0.03609588539975832,0.03361581920903955,0.0,0.109375,0.032302064258509414,139,10,0.2113189697265625,0,0,1,0,0,0,0,0
0.038561422580771644,0.034482758620689655,0.0,0.109375,0.033125227778865736,0.038561422580771644,0.034482758620689655,0.0,0.109375,0.033125227778865736,149,10,0.22907400131225586,0,0,4,0,0,0,0,0
0.04178116356796243,0.03636363636363636,0.0,0.14925373134328357,0.03505198193973425,0.04178116356796243,0.03636363636363636,0.0,0.14925373134328357,0.03505198193973425,159,10,0.24526095390319824,0,0,1,0,0,0,0,0
0.043984016614022806,0.03704974271012007,0.0,0.14925373134328357,0.035766882478050856,0.043984016614022806,0.03704974271012007,0.0,0.14925373134328357,0.035766882478050856,169,10,0.26319313049316406,0,0,2,0,0,0,0,0
0.04538134488428234,0.05333333333333334,0.0,0.14925373134328357,0.03590531678156561,0.04538134488428234,0.05333333333333334,0.0,0.14925373134328357,0.03590531678156561,179,10,0.2846333980560303,0,0,2,0,0,0,0,0
0.0474946041486666,0.05517503805175038,0.0,0.14925373134328357,0.03646848644344156,0.0474946041486666,0.05517503805175038,0.0,0.14925373134328357,0.03646848644344156,189,10,0.3017458915710449,0,0,1,0,0,0,0,0
0.04944159481218742,0.05755693581780538,0.0,0.15625,0.037360078546527765,0.04944159481218742,0.05755693581780538,0.0,0.15625,0.037360078546527765,199,10,0.3209538459777832,0,0,4,0,0,0,0,0
