smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
c1cc2ccc3ccc4ccc5ccc1c1c(=C6CCC6)c(c21)c5c1c3c41,11,358,0.7283950617283951,0.7283950617283951,0.0008382797241210938,C
C1=c2ccc3ccc4ccc5ccc(c(c6c3c2C6)c2c5c42)=C1,1,438,0.7671232876712328,0.7671232876712328,0.0005958080291748047,
CC(C)=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c4c12)c1c5c61,0,328,0.7662337662337663,0.7662337662337663,0.0006926059722900391,
Cc1c(C)c2c3c4ccc(ccc5ccc6ccc(cc4)c4c6c4c53)c3c1c23,4,403,0.7317073170731707,0.7317073170731707,0.0007522106170654297,
C=c1c(=C)c2c3c4ccc5ccc6ccc7ccc(cc4)c(c5c2c13)c1c6c71,3,302,0.7317073170731707,0.7317073170731707,0.0009784698486328125,
c1cc2ccc3ccc4ccc5ccc1c1c2c1c5c3c1c2c3c4c3c12,2,72,0.7692307692307693,0.7692307692307693,0.0010585784912109375,
C1=C2C=1C2=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,2,270,0.7283950617283951,0.7283950617283951,0.0008168220520019531,
C=c1c2c3ccc(ccc4ccc5ccc(cc3)c3c5c3c42)c2c3c1c23,1,35,0.7662337662337663,0.7662337662337663,0.0007762908935546875,
C1=c2cc(c3c4ccc2ccc2ccc5ccc(cc4)c4c5c4c23)C1,12,476,0.7307692307692307,0.7307692307692307,0.0006961822509765625,
C1=c2c(c3c4ccc2ccc2ccc5ccc(cc4)c4c5c4c23)=CC1,9,313,0.7307692307692307,0.7307692307692307,0.0006487369537353516,
CC1c2c3c1c1c2c1c1ccc2ccc4ccc5ccc(cc1)c(c23)c1c4c51,0,34,0.7228915662650602,0.7228915662650602,0.0009737014770507812,
CCc1c(C)c2ccc3ccc4ccc5ccc(cc2)c(c13)c1c4c51,2,408,0.75,0.75,0.0006618499755859375,
C#CC1c2c1c1c3ccc2ccc2ccc4ccc(cc3)c3c4c3c21,9,319,0.7402597402597403,0.7402597402597403,0.0006301403045654297,
C1#Cc2c(c3c4c5ccc(ccc6ccc7ccc(cc5)c3c3c6c73)c24)C1,5,145,0.7195121951219512,0.7195121951219512,0.0007829666137695312,
C=Cc1cc2c1c1c3ccc4ccc5ccc6ccc(cc3)c(c4c21)c1c5c61,0,155,0.7228915662650602,0.7228915662650602,0.0007710456848144531,
C=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c12)c(c4=C)c1c5c61,0,38,0.7215189873417721,0.7215189873417721,0.0006697177886962891,
Cc1c(C2=C=C2)c2c3ccc1ccc1ccc4ccc(cc3)c3c4c3c12,0,75,0.7215189873417721,0.7215189873417721,0.0007140636444091797,
C=c1cc(C)c2c1c1ccc3ccc4ccc5ccc(cc1)c(c32)c1c4c51,6,286,0.7375,0.7375,0.0007040500640869141,
C=Cc1c(C)c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,5,159,0.7375,0.7375,0.0007114410400390625,
Cc1c(C)c2c3c4ccc5ccc6ccc7ccc(cc4)c(c4c1c7c64)c2c53,2,76,0.7317073170731707,0.7317073170731707,0.0010242462158203125,
CC#CC=c1c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,0,154,0.7283950617283951,0.7283950617283951,0.0007293224334716797,
C=c1c2c1c1c2c2ccc3ccc4ccc5ccc(cc2)c2c(c3c3c4c53)c21,7,672,0.7228915662650602,0.7228915662650602,0.0010790824890136719,
CCC1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c24)c1c5c61,1,288,0.717948717948718,0.717948717948718,0.0006554126739501953,
CC(C)C=c1c2ccc3ccc4ccc5ccc(cc2)c(c2c1c32)c1c4c51,3,484,0.7160493827160493,0.7160493827160493,0.0007340908050537109,
C1=c2c3c(c2c2c4ccc3ccc3ccc5ccc(cc4)c4c5c4c32)=CC1,2,222,0.7195121951219512,0.7195121951219512,0.0008747577667236328,
Cc1c2c(C)c1c1c3c4ccc(ccc5ccc6ccc(cc4)c4c6c4c51)c23,0,91,0.7317073170731707,0.7317073170731707,0.0008056163787841797,
CC1(C)c2c3ccc4ccc5ccc6ccc(cc3)c(c4c3c1c23)c1c5c61,0,3,0.7160493827160493,0.7160493827160493,0.0006814002990722656,
CC(C)(C)C=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,6,290,0.7195121951219512,0.7195121951219512,0.0007779598236083984,
C=CCC=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,11,377,0.7283950617283951,0.7283950617283951,0.0007793903350830078,
C#CCC=c1c2c3c4ccc5ccc6ccc(ccc(cc4)c23)c2c6c2c15,3,265,0.7283950617283951,0.7283950617283951,0.0007376670837402344,
C1#CC1=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c4c12)c1c5c61,0,290,0.7564102564102564,0.7564102564102564,0.0007410049438476562,
C#CC=c1c2c1c1c2c2ccc3ccc4ccc5ccc(cc2)c(c31)c1c4c51,0,156,0.7228915662650602,0.7228915662650602,0.0007536411285400391,
C=c1c2cc(c2)c2ccc3ccc4ccc5ccc(cc2)c(c13)c1c4c51,1,55,0.7215189873417721,0.7215189873417721,0.0008203983306884766,
C#Cc1c(C)c2ccc3ccc4ccc5ccc(cc2)c(c13)c1c4c51,3,354,0.75,0.75,0.0006780624389648438,
Cc1c2c3cc-3c1c1c3ccc2ccc2ccc4ccc(cc3)c3c4c3c21,10,443,0.7283950617283951,0.7283950617283951,0.0007441043853759766,
CCc1c(C)c2ccc1ccc1ccc3ccc(cc2)c2c1c32,1,20,0.7397260273972602,0.7397260273972602,0.0005502700805664062,
C1=c2cc(c3c4c5ccc(ccc6ccc7ccc(cc5)c5c7c5c63)c24)C1,0,85,0.7195121951219512,0.7195121951219512,0.0007529258728027344,
C=C=c1c2c3c4ccc5ccc6ccc7ccc(cc4)c(c5c1c23)c1c6c71,0,23,0.75,0.75,0.0006768703460693359,
C=c1c2c3c1c1c4c5ccc(ccc6ccc7ccc(cc5)c5c7c5c64)c1c23,0,114,0.7228915662650602,0.7228915662650602,0.0008487701416015625,
C=c1c(C)c(C)c2ccc3ccc4ccc5ccc(cc2)c(c13)c1c4c51,5,463,0.7307692307692307,0.7307692307692307,0.0007269382476806641,
CC=C=c1c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,2,210,0.7564102564102564,0.7564102564102564,0.0007305145263671875,
c1cc2ccc3ccc4ccc5ccc1c(=C1CC1)c1c2c1c5c1c3c41,4,654,0.7341772151898734,0.7341772151898734,0.0007159709930419922,
C1#CC(=c2c3c4ccc5ccc6ccc7ccc(cc4)c4c7c4c6c2c53)C1,0,178,0.7283950617283951,0.7283950617283951,0.0008113384246826172,
C=C1c2c(c3c4ccc2ccc2ccc5ccc(cc4)c4c5c4c23)C1C,3,270,0.7215189873417721,0.7215189873417721,0.0006456375122070312,
C1=CC12c1c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c2c14,1,145,0.717948717948718,0.717948717948718,0.0006744861602783203,
C=c1c(=CC)c2c3c4ccc5ccc6ccc(ccc(cc4)c23)c2c6c2c15,13,288,0.7375,0.7375,0.0007069110870361328,
CCc1cc2c1c1ccc3ccc4ccc5ccc(cc1)c(c32)c1c4c51,4,385,0.7341772151898734,0.7341772151898734,0.0006723403930664062,
C#CC=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,0,352,0.7564102564102564,0.7564102564102564,0.00072479248046875,
C=c1c(=C)c2c3ccc4ccc5ccc6ccc(cc3)c(c4c2c1=C)c1c5c61,0,153,0.7195121951219512,0.7195121951219512,0.0007228851318359375,
C(=C1C#C1)=c1c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,0,162,0.7283950617283951,0.7283950617283951,0.0007946491241455078,
c1cc2ccc3ccc4ccc5ccc1c1c6ccc6c(c21)c5c1c3c41,4,364,0.7468354430379747,0.7468354430379747,0.0007340908050537109,
C=CC(C)=c1c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,3,205,0.7375,0.7375,0.0007612705230712891,
c1cc2ccc3ccc4ccc5ccc1c1c6c(c7c1c2c7c5c1c3c41)C6,2,373,0.7195121951219512,0.7195121951219512,0.0007832050323486328,
C1=C2C(=c3c4c5ccc6ccc7ccc8ccc(cc5)c5c8c5c7c3c64)C12,2,174,0.7283950617283951,0.7283950617283951,0.0008566379547119141,
C1=C2C=1C2=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c4c12)c1c5c61,0,173,0.7283950617283951,0.7283950617283951,0.0007607936859130859,
C1=c2c3c=1c2c1c2ccc3ccc3ccc4ccc(cc2)c2c4c2c31,0,116,0.7866666666666666,0.7866666666666666,0.0008172988891601562,
C=Cc1cc2c1c1c3ccc4ccc5ccc6ccc(cc3)c(c2c41)c1c5c61,1,43,0.7228915662650602,0.7228915662650602,0.0007750988006591797,
c1cc2ccc3ccc4ccc5ccc1c1c(c2c5c2c3c42)CC1,4,406,0.76,0.76,0.0006089210510253906,
c1cc2ccc3ccc4ccc5ccc1c1c6c(c(c21)c3c1c5c41)C61CC1,0,133,0.7283950617283951,0.7283950617283951,0.0008099079132080078,
C1=CC12c1c3ccc4ccc5ccc6ccc(cc3)c(c2c14)c1c5c61,3,244,0.717948717948718,0.717948717948718,0.0006976127624511719,
C=Cc1c(CC)c2c3ccc1ccc1ccc4ccc(cc3)c3c4c3c12,4,324,0.7215189873417721,0.7215189873417721,0.0006766319274902344,
CC=C=C=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,5,379,0.7283950617283951,0.7283950617283951,0.0007724761962890625,
Cc1cc2c1c1c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c2c41,4,198,0.75,0.75,0.0007524490356445312,
C1=C=c2c3c=1c3c1ccc3ccc4ccc5ccc(cc1)c(c23)c1c4c51,1,211,0.725,0.725,0.0006973743438720703,
C1=CC=c2c=1c1c3c4ccc5ccc6ccc(ccc(cc4)c13)c1c6c1c25,0,155,0.7195121951219512,0.7195121951219512,0.0007376670837402344,
C1=Cc2cc=1c1ccc3ccc4ccc5ccc(cc1)c(c23)c1c4c51,6,438,0.7307692307692307,0.7307692307692307,0.0007414817810058594,
CC=C=c1c2c1c1c3c4ccc(ccc5ccc6ccc(cc4)c1c1c5c61)c23,1,32,0.7228915662650602,0.7228915662650602,0.000797271728515625,
CC1Cc2c1c1ccc2ccc2ccc3ccc(cc1)c1c2c31,1,27,0.7297297297297297,0.7297297297297297,0.0005562305450439453,
Cc1ccc(C)c2c3ccc1ccc1ccc4ccc(cc3)c3c4c3c12,6,327,0.7215189873417721,0.7215189873417721,0.000713348388671875,
CC1(C)CC1=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c1c42)c1c5c61,2,252,0.7195121951219512,0.7195121951219512,0.0008249282836914062,
Cc1c2cc3c4ccc2ccc2ccc5ccc(cc4)c4c5c4c2c13,0,52,0.717948717948718,0.717948717948718,0.0006625652313232422,
c1cc2ccc3ccc4ccc5ccc1c1c6cc(c6)c(c21)c5c1c3c41,3,112,0.7792207792207793,0.7792207792207793,0.0008375644683837891,
c1cc2ccc3ccc4ccc5ccc1c1c6c7c(c1c2c7c5c1c3c41)C6,3,344,0.7195121951219512,0.7195121951219512,0.0007822513580322266,
C1=c2c=1c1c3c4ccc(ccc5ccc6ccc(cc4)c4c6c4c51)c23,2,396,0.7763157894736842,0.7763157894736842,0.0007214546203613281,
c1cc2ccc3ccc4ccc5ccc1c1c6c7cc(c7)c6c(c21)c5c1c3c41,0,7,0.7228915662650602,0.7228915662650602,0.0010743141174316406,
C1=CC=c2c=1c1c3c4ccc(ccc5ccc6ccc(cc4)c4c6c4c51)c23,0,150,0.7195121951219512,0.7195121951219512,0.0007424354553222656,
C=c1c2c1c1c2c2ccc3ccc4ccc5ccc(cc2)c(c31)c1c4c51,6,338,0.7792207792207793,0.7792207792207793,0.000743865966796875,
CCc1c(C)c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,12,203,0.7375,0.7375,0.0007231235504150391,
Cc1c(C(C)C)c2c3ccc4ccc5ccc6ccc(cc3)c3c6c3c5c1c42,1,156,0.7195121951219512,0.7195121951219512,0.0007512569427490234,
CC=c1cc(C)c2ccc3ccc4ccc5ccc(cc2)c(c13)c1c4c51,7,367,0.7215189873417721,0.7215189873417721,0.0007259845733642578,
