smiles,n_success_mut,n_failures_mut,rediscovery_c1ccc(-c2ccccc2)cc1,total,obj_computation_time,history_data
CCC1=C(c2ccccc2)CC1,0,0,0.33962264150943394,0.33962264150943394,0.0002148151397705078,C
Cc1cccc(C2=CC3C=CC23)c1,0,0,0.23333333333333334,0.23333333333333334,0.00025010108947753906,
C1=C2C#CC=1c1ccc2cc1,0,0,0.21052631578947367,0.21052631578947367,0.0002548694610595703,
C1=C2C=C(C1)c1ccccc12,0,0,0.2545454545454545,0.2545454545454545,0.0002453327178955078,
C=CCC(C)(C)c1ccccc1,0,0,0.2545454545454545,0.2545454545454545,0.00020074844360351562,
Cc1ccccc1CCC(C)C,0,0,0.21052631578947367,0.21052631578947367,0.0002086162567138672,
C1=CC2=C1CC=C2c1ccccc1,0,0,0.3888888888888889,0.3888888888888889,0.00026416778564453125,
CC1C=C2CC1c1ccccc12,0,0,0.22413793103448276,0.22413793103448276,0.0002524852752685547,
Cc1cccc(C2=C=CCC2)c1,0,0,0.2033898305084746,0.2033898305084746,0.00022840499877929688,
C1=CC2CC=C1c1ccccc12,0,0,0.2631578947368421,0.2631578947368421,0.0002658367156982422,
CC1CC=C=C1c1ccccc1,3,0,0.36538461538461536,0.36538461538461536,0.00022268295288085938,
Cc1c2cccc1C1=CC=C=C12,0,0,0.16393442622950818,0.16393442622950818,0.0002472400665283203,
C1=CCCC(c2ccccc2)C=C1,0,0,0.3157894736842105,0.3157894736842105,0.0002446174621582031,
CC1C=CC(c2ccccc2)=CC1,28,7,0.39622641509433965,0.39622641509433965,0.0002338886260986328,
C1=CC2=C(C=1)c1cccc2c1,0,0,0.2777777777777778,0.2777777777777778,0.0002357959747314453,
CC1=CC2C(=C=C1)c1cccc2c1,0,0,0.21311475409836064,0.21311475409836064,0.00026297569274902344,
C1=CCCC(c2cc3ccc2=3)C=C1,0,0,0.171875,0.171875,0.0002579689025878906,
CCC1C=C=C1Cc1ccccc1,0,0,0.27586206896551724,0.27586206896551724,0.00022912025451660156,
CC(C)c1c(-c2ccccc2)c2ccc1=2,0,0,0.38596491228070173,0.38596491228070173,0.000293731689453125,
CC1=C=C(c2ccccc2)CC1,0,0,0.33962264150943394,0.33962264150943394,0.00022339820861816406,
C1=CC(c2ccccc2)CCC1,0,0,0.2857142857142857,0.2857142857142857,0.00021958351135253906,
CC=C=Cc1ccccc1,0,0,0.27450980392156865,0.27450980392156865,0.00017547607421875,
Cc1ccccc1C1=CCC=C1,0,0,0.26785714285714285,0.26785714285714285,0.00021886825561523438,
CC1=C=C2c3cccc(c3)C12,0,0,0.19298245614035087,0.19298245614035087,0.000225067138671875,
c1cc2cc(c1)-c1cc3c-2cc1=3,0,0,0.2631578947368421,0.2631578947368421,0.0003058910369873047,
CC1=C(c2ccccc2)CC1C,0,0,0.34615384615384615,0.34615384615384615,0.00021314620971679688,
C1=CCC2=C(C1)c1cccc2c1,0,0,0.2631578947368421,0.2631578947368421,0.00025081634521484375,
C1=C(c2ccc3cc2-3)CC1,0,0,0.16071428571428573,0.16071428571428573,0.0002086162567138672,
C1=CC(Cc2ccccc2)=CCC1,0,0,0.3157894736842105,0.3157894736842105,0.00024247169494628906,
CC1C=C(c2ccccc2)CC1,2,2,0.36538461538461536,0.36538461538461536,0.0002193450927734375,
CC1=Cc2c1c1ccc2cc1,0,0,0.19298245614035087,0.19298245614035087,0.00025582313537597656,
CC1=C2CC=C1c1ccccc12,0,0,0.22413793103448276,0.22413793103448276,0.0002505779266357422,
Cc1cccc(C2=CC=CCC2)c1,0,0,0.23333333333333334,0.23333333333333334,0.00022983551025390625,
C1=Cc2cccc(c2)CC1,0,0,0.2,0.2,0.00019812583923339844,
C1=C2C=C2C=1Cc1ccccc1,0,0,0.2857142857142857,0.2857142857142857,0.0002396106719970703,
CC1C=C(c2ccccc2)C=CC1,22,6,0.39622641509433965,0.39622641509433965,0.00023484230041503906,
CC=C=CC=Cc1ccccc1,0,0,0.24561403508771928,0.24561403508771928,0.00021004676818847656,
C=C(c1ccccc1)C(C)C,0,0,0.2692307692307692,0.2692307692307692,0.00018548965454101562,
CC1=C=C(c2ccc(C)cc2)C=C1,0,0,0.21666666666666667,0.21666666666666667,0.00023174285888671875,
c1ccc(C2=CCCC=C2)cc#1,0,0,0.16129032258064516,0.16129032258064516,0.00022912025451660156,
CC1=CC=C2CC1c1cccc2c1,0,0,0.21311475409836064,0.21311475409836064,0.0002818107604980469,
CC1=C(c2ccccc2)C=CC1C,0,0,0.37735849056603776,0.37735849056603776,0.0002224445343017578,
Cc1cccc(-c2c#cccc2)c1,0,0,0.27586206896551724,0.27586206896551724,0.00024175643920898438,
CC1C=CCC2=C1c1ccccc12,0,0,0.23333333333333334,0.23333333333333334,0.0002655982971191406,
CC1Cc2ccc1cc2,0,0,0.19230769230769232,0.19230769230769232,0.00018358230590820312,
C1#CC(c2ccccc2)=CC1,0,0,0.38,0.38,0.00019979476928710938,
CC1=CC(C)C=C1c1ccccc1,0,0,0.37735849056603776,0.37735849056603776,0.0002353191375732422,
CC1C=C=C2C=C1c1ccc2cc1,0,0,0.23333333333333334,0.23333333333333334,0.000286102294921875,
C=CC=C(C)c1ccccc1,0,0,0.2641509433962264,0.2641509433962264,0.00018548965454101562,
CC1=C(c2ccccc2)C1C,9,4,0.375,0.375,0.00018930435180664062,
C1=CC=CCC=1c1ccccc1,19,5,0.4117647058823529,0.4117647058823529,0.0002124309539794922,
c1c2ccc(c#1)-c1ccc(cc1)C2,0,0,0.20967741935483872,0.20967741935483872,0.00032448768615722656,
Cc1ccc(C2=CC=C2)cc1,0,0,0.2641509433962264,0.2641509433962264,0.00019693374633789062,
Cc1cccc(CC2=CCC=C2)c1,0,0,0.1935483870967742,0.1935483870967742,0.00023031234741210938,
CCC1CC=C1c1ccccc1,0,0,0.36538461538461536,0.36538461538461536,0.0002200603485107422,
CC(C)CC=CCc1ccccc1,0,0,0.23728813559322035,0.23728813559322035,0.00021457672119140625,
CC1C=CC=C(c2ccccc2)C1,10,0,0.39622641509433965,0.39622641509433965,0.0002307891845703125,
Cc1cccc(C2CCC=CCC2)c1,0,0,0.16666666666666666,0.16666666666666666,0.00026297569274902344,
C=C(C=CC)c1ccccc1,0,0,0.2641509433962264,0.2641509433962264,0.00018596649169921875,
Cc1cccc(C2=C=CC2C)c1,0,0,0.20689655172413793,0.20689655172413793,0.00022029876708984375,
C1=C2C=CC=1c1ccc2cc1,0,0,0.2545454545454545,0.2545454545454545,0.00024271011352539062,
C1=CCC(Cc2ccccc2)C=C1,0,0,0.3157894736842105,0.3157894736842105,0.00024175643920898438,
C1=CCC=1c1c2cccc1-2,0,0,0.16071428571428573,0.16071428571428573,0.00021696090698242188,
C1=CCCC(c2ccccc2)=CC1,1,0,0.3888888888888889,0.3888888888888889,0.00024247169494628906,
C=C=C(C=C)c1ccccc1,0,0,0.2641509433962264,0.2641509433962264,0.00018095970153808594,
CC1(C)C=C1c1ccccc1,27,14,0.40425531914893614,0.40425531914893614,0.00019979476928710938,
C=C(CCCC)c1ccccc1,0,0,0.25,0.25,0.00019407272338867188,
C1=C(c2ccccc2)C2=C1C2,0,0,0.38,0.38,0.00021600723266601562,
Cc1cccc(C2=CCC2)c1,0,0,0.21818181818181817,0.21818181818181817,0.00019240379333496094,
Cc1cccc(C2=C=CC2)c1,0,0,0.21818181818181817,0.21818181818181817,0.000202178955078125,
CCc1ccc(C2=CC(C)=C2)cc1,0,0,0.22033898305084745,0.22033898305084745,0.0002346038818359375,
CC1=CC(c2ccccc2C)=C=C1,0,0,0.23728813559322035,0.23728813559322035,0.00023865699768066406,
C1=CC(Cc2ccccc2)=C1,0,0,0.36,0.36,0.00021767616271972656,
CC1C=CC1c1ccccc1,0,0,0.3076923076923077,0.3076923076923077,0.00020313262939453125,
C1#CCCCC(c2ccccc2)=C1,0,0,0.3392857142857143,0.3392857142857143,0.0002307891845703125,
CC1=CC2CC1C(C)=C2c1ccccc1,0,0,0.31666666666666665,0.31666666666666665,0.0003020763397216797,
c1ccc(C2=CCC=C2)cc#1,0,0,0.1694915254237288,0.1694915254237288,0.0002040863037109375,
c1ccc(C2=CC=CCC=C2)cc#1,0,0,0.19047619047619047,0.19047619047619047,0.0002455711364746094,
C1=CC2CC2C=C1c1ccccc1,4,0,0.3888888888888889,0.3888888888888889,0.0002722740173339844,
c1ccc(-c2cc3ccc2-3)cc#1,0,0,0.22033898305084745,0.22033898305084745,0.0002620220184326172,
C1=CC2C(=C1)c1ccc2cc1,0,0,0.2545454545454545,0.2545454545454545,0.0002498626708984375,
Cc1ccccc1-c1c(C)c2cc(C)c1=2,0,0,0.2,0.2,0.00029850006103515625,
C1=CC2C=C1c1ccccc12,0,0,0.2777777777777778,0.2777777777777778,0.00023412704467773438,
C1=CC2C=1c1ccc2cc1,0,0,0.2222222222222222,0.2222222222222222,0.0002193450927734375,
c1ccc(C2CCCCCC2)cc1,0,0,0.22950819672131148,0.22950819672131148,0.00023317337036132812,
C1=C2CC=1c1cccc2c1,0,0,0.25,0.25,0.00023102760314941406,
C1=CC=C(c2ccccc2)C=1,53,54,0.4375,0.4375,0.0002028942108154297,
C1=CC=CC=1c1c#cccc1,0,0,0.1694915254237288,0.1694915254237288,0.00021004676818847656,
C1=c2cc(c3cccc2c3)CCC1,0,0,0.171875,0.171875,0.00030422210693359375,
C1=C2CC2=C1c1ccccc1,0,0,0.38,0.38,0.00022554397583007812,
CC1=CC=C1Cc1ccccc1,0,0,0.3148148148148148,0.3148148148148148,0.00021576881408691406,
CC1=CC(c2ccccc2)C1,0,0,0.3137254901960784,0.3137254901960784,0.0002014636993408203,
c1cccc(C2=CCC=CC=C2)c#1,0,0,0.19047619047619047,0.19047619047619047,0.00024509429931640625,
c1c2cc(-c3cc4ccc3=4)cc1-2,0,0,0.2,0.2,0.0002884864807128906,
C1=CC=CC=1C1=CCC=CC=C1,0,0,0.16129032258064516,0.16129032258064516,0.00020503997802734375,
C1=CC(c2cc3cc-3c2)=CCC1,0,0,0.16129032258064516,0.16129032258064516,0.00024366378784179688,
C1=C=CC(c2ccccc2)=C=1,0,0,0.38,0.38,0.00020813941955566406,
C1=CC(c2ccccc2)=C1,51,54,0.4772727272727273,0.4772727272727273,0.00018739700317382812,
C1=CC(c2cc3ccc2-3)=C1,0,0,0.2037037037037037,0.2037037037037037,0.00020956993103027344,
C1=CC2CC(=C1)c1ccccc12,0,0,0.2631578947368421,0.2631578947368421,0.0002455711364746094,
C=CC(=CCC)c1ccccc1,0,0,0.25,0.25,0.00019598007202148438,
CC1=C=C1c1ccccc1,0,0,0.391304347826087,0.391304347826087,0.0001838207244873047,
Cc1cccc(C2=C=CC=C2)c1,0,0,0.24561403508771928,0.24561403508771928,0.00021576881408691406,
