rediscovery_c1ccc(-c2ccccc2)cc1_mean,rediscovery_c1ccc(-c2ccccc2)cc1_med,rediscovery_c1ccc(-c2ccccc2)cc1_min,rediscovery_c1ccc(-c2ccccc2)cc1_max,rediscovery_c1ccc(-c2ccccc2)cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002429485321044922,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0007579326629638672,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0028595924377441406,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.005186796188354492,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.008445024490356445,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.014533758163452148,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.020051956176757812,0,0,17,0,0,0,0,0
0.0028694404591104736,0.0,0.0,0.04878048780487805,0.011477761836441893,0.0028694404591104736,0.0,0.0,0.04878048780487805,0.011477761836441893,16,6,0.030653953552246094,0,0,25,0,0,0,0,0
0.003895513666760448,0.0,0.0,0.04878048780487805,0.012677406961570437,0.003895513666760448,0.0,0.0,0.04878048780487805,0.012677406961570437,22,6,0.044261932373046875,0,0,32,0,0,0,0,0
0.002890219817273881,0.0,0.0,0.04878048780487805,0.011052009032923317,0.002890219817273881,0.0,0.0,0.04878048780487805,0.011052009032923317,30,8,0.0653696060180664,0,0,36,0,0,0,0,0
0.003319718103474806,0.0,0.0,0.04878048780487805,0.011849666428097483,0.003319718103474806,0.0,0.0,0.04878048780487805,0.011849666428097483,40,10,0.09228348731994629,0,0,67,0,0,0,0,0
0.0060519906374190335,0.0,0.0,0.04878048780487805,0.015214382200428178,0.0060519906374190335,0.0,0.0,0.04878048780487805,0.015214382200428178,50,10,0.11049795150756836,0,0,33,0,0,0,0,0
0.007247863477942261,0.0,0.0,0.04878048780487805,0.016403184256830038,0.007247863477942261,0.0,0.0,0.04878048780487805,0.016403184256830038,60,10,0.12804889678955078,0,0,23,0,0,0,0,0
0.010392519548135613,0.0,0.0,0.04878048780487805,0.018579017660544653,0.010392519548135613,0.0,0.0,0.04878048780487805,0.018579017660544653,70,10,0.14224505424499512,0,0,14,0,0,0,0,0
0.014449734694471332,0.0,0.0,0.061224489795918366,0.020606875262945096,0.014449734694471332,0.0,0.0,0.061224489795918366,0.020606875262945096,80,10,0.15900421142578125,0,0,19,0,0,0,0,0
0.016476773454403106,0.0,0.0,0.061224489795918366,0.02100788912017685,0.016476773454403106,0.0,0.0,0.061224489795918366,0.02100788912017685,90,10,0.1741471290588379,0,0,15,0,0,0,0,0
0.018253038969924633,0.0,0.0,0.061224489795918366,0.021356621067119004,0.018253038969924633,0.0,0.0,0.061224489795918366,0.021356621067119004,100,10,0.19183945655822754,0,0,20,0,0,0,0,0
0.02003001381962354,0.0,0.0,0.061224489795918366,0.02154200921878013,0.02003001381962354,0.0,0.0,0.061224489795918366,0.02154200921878013,110,10,0.21226024627685547,0,0,29,0,0,0,0,0
