rediscovery_C(=Cc1ccccc1)c1ccccc1_mean,rediscovery_C(=Cc1ccccc1)c1ccccc1_med,rediscovery_C(=Cc1ccccc1)c1ccccc1_min,rediscovery_C(=Cc1ccccc1)c1ccccc1_max,rediscovery_C(=Cc1ccccc1)c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00034689903259277344,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0010657310485839844,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.003968715667724609,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.00894308090209961,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.014049768447875977,0,0,8,0,0,0,0,0
0.00481178396072013,0.0,0.0,0.0425531914893617,0.012120490160277282,0.00481178396072013,0.0,0.0,0.0425531914893617,0.012120490160277282,12,5,0.021062374114990234,0,0,10,0,0,0,0,0
0.005665732443847945,0.0,0.0,0.0425531914893617,0.012833246264559823,0.005665732443847945,0.0,0.0,0.0425531914893617,0.012833246264559823,21,9,0.03245139122009277,0,0,25,0,0,0,0,0
0.00739161320891263,0.0,0.0,0.0425531914893617,0.014558253462263662,0.00739161320891263,0.0,0.0,0.0425531914893617,0.014558253462263662,31,10,0.047316551208496094,0,0,18,0,0,0,0,0
0.0070236466939700625,0.0,0.0,0.0425531914893617,0.014089746584501812,0.0070236466939700625,0.0,0.0,0.0425531914893617,0.014089746584501812,41,10,0.06417155265808105,0,0,20,0,0,0,0,0
0.01019280097014719,0.0,0.0,0.0425531914893617,0.015569094725269812,0.01019280097014719,0.0,0.0,0.0425531914893617,0.015569094725269812,51,10,0.08272290229797363,0,0,26,0,0,0,0,0
0.013902693016764943,0.0,0.0,0.0425531914893617,0.016863201079600963,0.013902693016764943,0.0,0.0,0.0425531914893617,0.016863201079600963,61,10,0.09374284744262695,0,0,6,0,0,0,0,0
0.016832996783250145,0.0,0.0,0.07272727272727272,0.01919126627406941,0.016832996783250145,0.0,0.0,0.07272727272727272,0.01919126627406941,71,10,0.1093294620513916,0,0,9,0,0,0,0,0
