rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00025773048400878906,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0007369518280029297,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.004030942916870117,0,0,4,0,0,0,0,0
0.00819672131147541,0.0,0.0,0.03278688524590164,0.014197137766958011,0.00819672131147541,0.0,0.0,0.03278688524590164,0.014197137766958011,3,1,0.006433248519897461,0,0,0,0,0,0,0,0
0.00819672131147541,0.0,0.0,0.03278688524590164,0.014197137766958011,0.00819672131147541,0.0,0.0,0.03278688524590164,0.014197137766958011,3,0,0.009331226348876953,0,0,5,0,0,0,0,0
0.013400988810824877,0.0,0.0,0.047619047619047616,0.019429507343325023,0.013400988810824877,0.0,0.0,0.047619047619047616,0.019429507343325023,5,2,0.012763261795043945,0,0,5,0,0,0,0,0
0.013956991608118658,0.0,0.0,0.047619047619047616,0.01857664905964034,0.013956991608118658,0.0,0.0,0.047619047619047616,0.01857664905964034,7,2,0.017369985580444336,0,0,8,0,0,0,0,0
0.0120854214091919,0.0,0.0,0.047619047619047616,0.018577251192834213,0.0120854214091919,0.0,0.0,0.047619047619047616,0.018577251192834213,12,5,0.023439645767211914,0,0,10,0,0,0,0,0
0.008728359906638596,0.0,0.0,0.047619047619047616,0.016689842125069992,0.008728359906638596,0.0,0.0,0.047619047619047616,0.016689842125069992,17,5,0.03511953353881836,0,0,33,0,0,0,0,0
0.008672478834272326,0.0,0.0,0.047619047619047616,0.015858207490219434,0.008672478834272326,0.0,0.0,0.047619047619047616,0.015858207490219434,24,7,0.05389094352722168,0,0,48,0,0,0,0,0
0.008480202299694243,0.0,0.0,0.047619047619047616,0.01573612577084914,0.008480202299694243,0.0,0.0,0.047619047619047616,0.01573612577084914,33,9,0.07419514656066895,0,0,45,0,0,0,0,0
0.010323116985016886,0.0,0.0,0.09523809523809523,0.020125724875874194,0.010323116985016886,0.0,0.0,0.09523809523809523,0.020125724875874194,43,10,0.09587764739990234,0,0,39,0,0,0,0,0
0.012177253701186917,0.0,0.0,0.09523809523809523,0.020986510406292687,0.012177253701186917,0.0,0.0,0.09523809523809523,0.020986510406292687,53,10,0.12572741508483887,0,0,75,0,0,0,0,0
0.011348144601392829,0.0,0.0,0.09523809523809523,0.01986495687229463,0.011348144601392829,0.0,0.0,0.09523809523809523,0.01986495687229463,63,10,0.16705107688903809,0,0,102,0,0,0,0,0
0.012261187189722524,0.0,0.0,0.09523809523809523,0.019586788256606747,0.012261187189722524,0.0,0.0,0.09523809523809523,0.019586788256606747,73,10,0.18393349647521973,0,0,19,0,0,0,0,0
0.013409541165245939,0.0,0.0,0.09523809523809523,0.019472957684323743,0.013409541165245939,0.0,0.0,0.09523809523809523,0.019472957684323743,83,10,0.20207858085632324,0,0,17,0,0,0,0,0
0.015156094965142855,0.0,0.0,0.09523809523809523,0.019583120006476853,0.015156094965142855,0.0,0.0,0.09523809523809523,0.019583120006476853,93,10,0.22980976104736328,0,0,47,0,0,0,0,0
