smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
CC1C2C(=c3c4c5ccc6ccc(cc5)c5c4c4ccc(cc4)c3c65)C12,15,680,0.7435897435897436,0.7435897435897436,0.001035928726196289,C
C=C=c1ccc2ccc3ccc4ccc1c1c5c6ccc(cc6)c(c2c35)c41,6,941,0.75,0.75,0.0011818408966064453,
CCC=C=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,13,632,0.7631578947368421,0.7631578947368421,0.0008625984191894531,
CC1(C=c2c3ccc(cc3)c3c4c5ccc6ccc(cc5)c3c6c24)C#C1,3,390,0.7435897435897436,0.7435897435897436,0.0008347034454345703,
C1=C2C=1C2=c1c2ccc(cc2)c2c3c4ccc5ccc(cc4)c2c5c13,1,448,0.7631578947368421,0.7631578947368421,0.0008242130279541016,
CC1(C=c2c3ccc(cc3)c3c4c5ccc6ccc(cc5)c3c6c24)C=C1,2,388,0.7435897435897436,0.7435897435897436,0.0008115768432617188,
C=c1c(=C)c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c3c(c1=C)c54,0,209,0.7407407407407407,0.7407407407407407,0.0009658336639404297,
C=C1C(=c2c3c4c5ccc6ccc(cc5)c5c(c7ccc(cc7)c3c65)c24)C1C,1,199,0.7407407407407407,0.7407407407407407,0.0008757114410400391,
C=C=c1c2ccc(cc2)c2c3c4ccc5ccc(cc4)c2c5c13,4,566,0.8285714285714286,0.8285714285714286,0.0007162094116210938,
c1cc2ccc3ccc1c1c(=C4CC4)c4c5ccc(cc5)c1c3c24,1,929,0.7945205479452054,0.7945205479452054,0.0009963512420654297,
C=CC(C)=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,5,925,0.7733333333333333,0.7733333333333333,0.0010001659393310547,
c1cc2ccc3ccc4ccc1c1c2c2c4c3c12,44,1498,0.8095238095238095,0.8095238095238095,0.0006098747253417969,
CC1c2c3c4ccc(cc4)c1c1c3c3ccc4ccc(cc3)c1c24,0,181,0.7466666666666667,0.7466666666666667,0.0008630752563476562,
c1cc2ccc1c1c3c4ccc5ccc6ccc(cc4)c(c61)c2c53,36,1229,0.8333333333333334,0.8333333333333334,0.0009257793426513672,
C1=C2C(=c3c4c5c6ccc7ccc(cc6)c6c(c8ccc(cc8)c4c76)c35)C12,1,212,0.75,0.75,0.0009121894836425781,
C=C=C=c1c2c3ccc4ccc(cc3)c3c4c4c5ccc(cc5)c3c2c14,0,422,0.7564102564102564,0.7564102564102564,0.0011305809020996094,
C1=CC1=c1c2c3ccc(cc3)c3c4c5ccc6ccc(cc5)c3c2c1c64,6,216,0.7564102564102564,0.7564102564102564,0.0010733604431152344,
C=C=CC=c1c2ccc(cc2)c2c3c4ccc5ccc(cc4)c2c5c13,9,441,0.7631578947368421,0.7631578947368421,0.0007681846618652344,
C#CC=c1c2c3ccc(cc3)c3c4c5ccc6ccc(cc5)c3c2c1c64,6,218,0.7564102564102564,0.7564102564102564,0.0010449886322021484,
