rediscovery_c1ccc2ccccc2c1_mean,rediscovery_c1ccc2ccccc2c1_med,rediscovery_c1ccc2ccccc2c1_min,rediscovery_c1ccc2ccccc2c1_max,rediscovery_c1ccc2ccccc2c1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005984306335449219,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000985860824584961,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0039882659912109375,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.006186246871948242,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.007972240447998047,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.010573148727416992,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.01275491714477539,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.014743804931640625,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.016988515853881836,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.01935434341430664,0,0,3,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.024895906448364258,0,0,12,0,0,0,0,0
0.006349206349206349,0.0,0.0,0.05714285714285714,0.017958267458705972,0.006349206349206349,0.0,0.0,0.05714285714285714,0.017958267458705972,8,2,0.03292107582092285,0,0,29,0,0,0,0,0
0.0047619047619047615,0.0,0.0,0.05714285714285714,0.015793451382644763,0.0047619047619047615,0.0,0.0,0.05714285714285714,0.015793451382644763,11,3,0.04071688652038574,0,0,26,0,0,0,0,0
0.0035714285714285713,0.0,0.0,0.05714285714285714,0.013832083379312203,0.0035714285714285713,0.0,0.0,0.05714285714285714,0.013832083379312203,15,4,0.048006534576416016,0,0,17,0,0,0,0,0
0.010874060874060875,0.0,0.0,0.05714285714285714,0.021287966348434256,0.010874060874060875,0.0,0.0,0.05714285714285714,0.021287966348434256,23,8,0.06121325492858887,0,0,29,0,0,0,0,0
0.015881077098587357,0.0,0.0,0.11428571428571428,0.028446217925403458,0.015881077098587357,0.0,0.0,0.11428571428571428,0.028446217925403458,33,10,0.07815957069396973,0,0,26,0,0,0,0,0
0.016818884155036375,0.0,0.0,0.11428571428571428,0.029984002425708464,0.016818884155036375,0.0,0.0,0.11428571428571428,0.029984002425708464,43,10,0.3010425567626953,0,0,26,0,0,0,0,0
0.02381963009920645,0.0,0.0,0.11428571428571428,0.033126404727969294,0.02381963009920645,0.0,0.0,0.11428571428571428,0.033126404727969294,53,10,0.31763434410095215,0,0,23,0,0,0,0,0
0.029437045565472747,0.0,0.0,0.11428571428571428,0.0340044062988654,0.029437045565472747,0.0,0.0,0.11428571428571428,0.0340044062988654,63,10,0.33356428146362305,0,0,20,0,0,0,0,0
0.03373608237281032,0.044444444444444446,0.0,0.11428571428571428,0.03399159622426033,0.03373608237281032,0.044444444444444446,0.0,0.11428571428571428,0.03399159622426033,73,10,0.3532431125640869,0,0,37,0,0,0,0,0
0.035879205110121035,0.045454545454545456,0.0,0.11428571428571428,0.03404328602938918,0.035879205110121035,0.045454545454545456,0.0,0.11428571428571428,0.03404328602938918,83,10,0.3661327362060547,0,0,10,0,0,0,0,0
0.037732852544660106,0.045454545454545456,0.0,0.11428571428571428,0.03367813792232541,0.037732852544660106,0.045454545454545456,0.0,0.11428571428571428,0.03367813792232541,93,10,0.37914228439331055,0,0,9,0,0,0,0,0
0.03787396241395695,0.045454545454545456,0.0,0.11428571428571428,0.033374000461491096,0.03787396241395695,0.045454545454545456,0.0,0.11428571428571428,0.033374000461491096,103,10,0.3975663185119629,0,0,20,0,0,0,0,0
0.03887767986232718,0.045454545454545456,0.0,0.11428571428571428,0.03225217714353805,0.03887767986232718,0.045454545454545456,0.0,0.11428571428571428,0.03225217714353805,113,10,0.422379732131958,0,0,38,0,0,0,0,0
0.040291794592015207,0.045454545454545456,0.0,0.11428571428571428,0.032692071584941786,0.040291794592015207,0.045454545454545456,0.0,0.11428571428571428,0.032692071584941786,123,10,0.4462151527404785,0,0,39,0,0,0,0,0
0.041378269651778356,0.0459830866807611,0.0,0.11428571428571428,0.03255093078109903,0.041378269651778356,0.0459830866807611,0.0,0.11428571428571428,0.03255093078109903,133,10,0.4600949287414551,0,0,8,0,0,0,0,0
0.04347526954042805,0.046511627906976744,0.0,0.11428571428571428,0.0330252763859054,0.04347526954042805,0.046511627906976744,0.0,0.11428571428571428,0.0330252763859054,143,10,0.4797854423522949,0,0,22,0,0,0,0,0
0.04525538390933327,0.046511627906976744,0.0,0.11428571428571428,0.03351441460473921,0.04525538390933327,0.046511627906976744,0.0,0.11428571428571428,0.03351441460473921,153,10,0.49803900718688965,0,0,19,0,0,0,0,0
0.045782763936962824,0.046511627906976744,0.0,0.11428571428571428,0.03321336432383525,0.045782763936962824,0.046511627906976744,0.0,0.11428571428571428,0.03321336432383525,163,10,0.5210766792297363,0,0,27,0,0,0,0,0
0.04673541330219569,0.046511627906976744,0.0,0.11428571428571428,0.033047743355608665,0.04673541330219569,0.046511627906976744,0.0,0.11428571428571428,0.033047743355608665,173,10,0.5387363433837891,0,0,17,0,0,0,0,0
0.04753078272674351,0.046511627906976744,0.0,0.11428571428571428,0.03290540683233989,0.04753078272674351,0.046511627906976744,0.0,0.11428571428571428,0.03290540683233989,183,10,0.5611119270324707,0,0,19,0,0,0,0,0
0.048122313762983364,0.047619047619047616,0.0,0.11428571428571428,0.03297806983959904,0.048122313762983364,0.047619047619047616,0.0,0.11428571428571428,0.03297806983959904,193,10,0.5870511531829834,0,0,36,0,0,0,0,0
0.04928945080518496,0.04878048780487805,0.0,0.11428571428571428,0.032939032007631965,0.04928945080518496,0.04878048780487805,0.0,0.11428571428571428,0.032939032007631965,203,10,0.6087961196899414,0,0,29,0,0,0,0,0
0.05004590515655844,0.04878048780487805,0.0,0.11428571428571428,0.033221115200978195,0.05004590515655844,0.04878048780487805,0.0,0.11428571428571428,0.033221115200978195,213,10,0.6459441184997559,0,0,56,0,0,0,0,0
0.051084853089088576,0.05,0.0,0.11428571428571428,0.03338052377477756,0.051084853089088576,0.05,0.0,0.11428571428571428,0.03338052377477756,223,10,0.6742830276489258,0,0,37,0,0,0,0,0
0.05157724453010789,0.05,0.0,0.11428571428571428,0.033271753749420166,0.05157724453010789,0.05,0.0,0.11428571428571428,0.033271753749420166,233,10,0.7046346664428711,0,0,38,0,0,0,0,0
0.05230962163826174,0.05,0.0,0.11428571428571428,0.03297327826376519,0.05230962163826174,0.05,0.0,0.11428571428571428,0.03297327826376519,243,10,0.7423539161682129,0,0,63,0,0,0,0,0
