rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_mean,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_med,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_min,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_max,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000240325927734375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008187294006347656,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.003511190414428711,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.008457422256469727,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.01356959342956543,0,0,8,0,0,0,0,0
0.002902757619738752,0.0,0.0,0.03773584905660377,0.010055447358890433,0.002902757619738752,0.0,0.0,0.03773584905660377,0.010055447358890433,12,5,0.02056717872619629,0,0,10,0,0,0,0,0
0.00508982717457818,0.0,0.0,0.03773584905660377,0.012492388241929218,0.00508982717457818,0.0,0.0,0.03773584905660377,0.012492388241929218,20,8,0.029150962829589844,0,0,7,0,0,0,0,0
0.005673297410411146,0.0,0.0,0.03773584905660377,0.012981462705302508,0.005673297410411146,0.0,0.0,0.03773584905660377,0.012981462705302508,30,10,0.04451155662536621,0,0,24,0,0,0,0,0
0.007673005347590704,0.0,0.0,0.03773584905660377,0.014504391369924721,0.007673005347590704,0.0,0.0,0.03773584905660377,0.014504391369924721,40,10,0.05498170852661133,0,0,6,0,0,0,0,0
0.008839775617541581,0.0,0.0,0.03773584905660377,0.015156631647131269,0.008839775617541581,0.0,0.0,0.03773584905660377,0.015156631647131269,50,10,0.07150459289550781,0,0,22,0,0,0,0,0
0.012892410194982431,0.0,0.0,0.06896551724137931,0.018726636577476197,0.012892410194982431,0.0,0.0,0.06896551724137931,0.018726636577476197,60,10,0.08909392356872559,0,0,21,0,0,0,0,0
0.01614201312027941,0.0,0.0,0.09615384615384616,0.021562580654391178,0.01614201312027941,0.0,0.0,0.09615384615384616,0.021562580654391178,70,10,0.10878705978393555,0,0,18,0,0,0,0,0
0.01975735709211839,0.0,0.0,0.14,0.026657144575926713,0.01975735709211839,0.0,0.0,0.14,0.026657144575926713,80,10,0.12460517883300781,0,0,12,0,0,0,0,0
0.02198858431994433,0.0,0.0,0.14,0.027674959092900273,0.02198858431994433,0.0,0.0,0.14,0.027674959092900273,90,10,0.14603257179260254,0,0,31,0,0,0,0,0
0.024195117333674375,0.030303030303030304,0.0,0.14,0.02848160609565866,0.024195117333674375,0.030303030303030304,0.0,0.14,0.02848160609565866,100,10,0.16666555404663086,0,0,30,0,0,0,0,0
0.02860522488425576,0.03125,0.0,0.15254237288135594,0.03207626861516637,0.02860522488425576,0.03125,0.0,0.15254237288135594,0.03207626861516637,110,10,0.17961359024047852,0,0,4,0,0,0,0,0
0.030322790273447243,0.03125,0.0,0.15254237288135594,0.03196605055139873,0.030322790273447243,0.03125,0.0,0.15254237288135594,0.03196605055139873,120,10,0.19389677047729492,0,0,7,0,0,0,0,0
0.033812537725825945,0.03225806451612903,0.0,0.15254237288135594,0.034605515328240515,0.033812537725825945,0.03225806451612903,0.0,0.15254237288135594,0.034605515328240515,130,10,0.20930886268615723,0,0,9,0,0,0,0,0
0.03674651063539174,0.03278688524590164,0.0,0.15254237288135594,0.03593873867982392,0.03674651063539174,0.03278688524590164,0.0,0.15254237288135594,0.03593873867982392,140,10,0.22119522094726562,0,0,2,0,0,0,0,0
0.0394876424187976,0.03333333333333333,0.0,0.15254237288135594,0.0373256901726409,0.0394876424187976,0.03333333333333333,0.0,0.15254237288135594,0.0373256901726409,150,10,0.23880982398986816,0,0,8,0,0,0,0,0
0.040998983101171775,0.03333333333333333,0.0,0.15254237288135594,0.037004421906911625,0.040998983101171775,0.03333333333333333,0.0,0.15254237288135594,0.037004421906911625,160,10,0.2682321071624756,0,0,40,0,0,0,0,0
0.04310422262400494,0.034482758620689655,0.0,0.15254237288135594,0.03731402735656975,0.04310422262400494,0.034482758620689655,0.0,0.15254237288135594,0.03731402735656975,170,10,0.28495049476623535,0,0,6,0,0,0,0,0
0.04481808254583098,0.034482758620689655,0.0,0.15254237288135594,0.038246327926392,0.04481808254583098,0.034482758620689655,0.0,0.15254237288135594,0.038246327926392,180,10,0.3036649227142334,0,0,3,0,0,0,0,0
0.04704839569283346,0.03508771929824561,0.0,0.15254237288135594,0.03921798944516406,0.04704839569283346,0.03508771929824561,0.0,0.15254237288135594,0.03921798944516406,190,10,0.32234835624694824,0,0,13,0,0,0,0,0
0.04855896265394632,0.03636363636363636,0.0,0.15254237288135594,0.03988802060869097,0.04855896265394632,0.03636363636363636,0.0,0.15254237288135594,0.03988802060869097,200,10,0.33767104148864746,0,0,2,0,0,0,0,0
0.050524726603449595,0.03636363636363636,0.0,0.15254237288135594,0.040468339580380756,0.050524726603449595,0.03636363636363636,0.0,0.15254237288135594,0.040468339580380756,210,10,0.35379481315612793,0,0,2,0,0,0,0,0
0.052473096579486435,0.046875,0.0,0.15254237288135594,0.04105146751871334,0.052473096579486435,0.046875,0.0,0.15254237288135594,0.04105146751871334,220,10,0.3705127239227295,0,0,3,0,0,0,0,0
0.05401433164104235,0.05405405405405406,0.0,0.15254237288135594,0.04132088124604673,0.05401433164104235,0.05405405405405406,0.0,0.15254237288135594,0.04132088124604673,230,10,0.38648271560668945,0,0,8,0,0,0,0,0
0.05517172953633496,0.05714285714285714,0.0,0.15254237288135594,0.04137979048043865,0.05517172953633496,0.05714285714285714,0.0,0.15254237288135594,0.04137979048043865,240,10,0.3996086120605469,0,0,1,0,0,0,0,0
