rediscovery_C(=Cc1ccccc1)c1ccccc1_mean,rediscovery_C(=Cc1ccccc1)c1ccccc1_med,rediscovery_C(=Cc1ccccc1)c1ccccc1_min,rediscovery_C(=Cc1ccccc1)c1ccccc1_max,rediscovery_C(=Cc1ccccc1)c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003390312194824219,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0009808540344238281,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.003253936767578125,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.005646467208862305,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.04285287857055664,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.07649755477905273,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.08255672454833984,0,0,17,0,0,0,0,0
0.006080559883527879,0.0,0.0,0.0425531914893617,0.013822832928617397,0.006080559883527879,0.0,0.0,0.0425531914893617,0.013822832928617397,16,6,0.09322071075439453,0,0,25,0,0,0,0,0
0.005419396250637165,0.0,0.0,0.0425531914893617,0.012604232315883894,0.005419396250637165,0.0,0.0,0.0425531914893617,0.012604232315883894,22,6,0.10721135139465332,0,0,38,0,0,0,0,0
0.005031554691509099,0.0,0.0,0.0425531914893617,0.012300438038206813,0.005031554691509099,0.0,0.0,0.0425531914893617,0.012300438038206813,31,9,0.1263868808746338,0,0,42,0,0,0,0,0
0.005223093721619672,0.0,0.0,0.0425531914893617,0.01242091552032902,0.005223093721619672,0.0,0.0,0.0425531914893617,0.01242091552032902,41,10,0.14714360237121582,0,0,34,0,0,0,0,0
0.0057292713826008115,0.0,0.0,0.0425531914893617,0.013162157221664085,0.0057292713826008115,0.0,0.0,0.0425531914893617,0.013162157221664085,51,10,0.16480779647827148,0,0,32,0,0,0,0,0
0.008440543152146755,0.0,0.0,0.0425531914893617,0.015453548211809857,0.008440543152146755,0.0,0.0,0.0425531914893617,0.015453548211809857,61,10,0.1799790859222412,0,0,17,0,0,0,0,0
0.010698381556025574,0.0,0.0,0.0425531914893617,0.0162704225468582,0.010698381556025574,0.0,0.0,0.0425531914893617,0.0162704225468582,71,10,0.19537615776062012,0,0,14,0,0,0,0,0
0.013193722596749093,0.0,0.0,0.0425531914893617,0.01718125751395393,0.013193722596749093,0.0,0.0,0.0425531914893617,0.01718125751395393,81,10,0.20854520797729492,0,0,10,0,0,0,0,0
0.014892633427864602,0.0,0.0,0.0851063829787234,0.018589713679736414,0.014892633427864602,0.0,0.0,0.0851063829787234,0.018589713679736414,91,10,0.22499346733093262,0,0,26,0,0,0,0,0
0.01764340280194413,0.0,0.0,0.0851063829787234,0.020256573214123063,0.01764340280194413,0.0,0.0,0.0851063829787234,0.020256573214123063,101,10,0.24081039428710938,0,0,18,0,0,0,0,0
0.019611932344780165,0.017857142857142856,0.0,0.0851063829787234,0.020661718999622155,0.019611932344780165,0.017857142857142856,0.0,0.0851063829787234,0.020661718999622155,111,10,0.2619330883026123,0,0,33,0,0,0,0,0
0.020831434888540234,0.018874643874643875,0.0,0.0851063829787234,0.020710567861743974,0.020831434888540234,0.018874643874643875,0.0,0.0851063829787234,0.020710567861743974,121,10,0.2786533832550049,0,0,25,0,0,0,0,0
0.022353776671496926,0.0315136476426799,0.0,0.0851063829787234,0.020776010017200412,0.022353776671496926,0.0315136476426799,0.0,0.0851063829787234,0.020776010017200412,131,10,0.2979156970977783,0,0,30,0,0,0,0,0
0.02456473104691875,0.03389830508474576,0.0,0.0851063829787234,0.022168756618658934,0.02456473104691875,0.03389830508474576,0.0,0.0851063829787234,0.022168756618658934,141,10,0.3167908191680908,0,0,36,0,0,0,0,0
0.026185822410268563,0.03419053185271771,0.0,0.0851063829787234,0.022480148813257814,0.026185822410268563,0.03419053185271771,0.0,0.0851063829787234,0.022480148813257814,151,10,0.34121274948120117,0,0,37,0,0,0,0,0
0.029080702224106827,0.03508771929824561,0.0,0.17647058823529413,0.02626989953671514,0.029080702224106827,0.03508771929824561,0.0,0.17647058823529413,0.02626989953671514,161,10,0.35594892501831055,0,0,12,0,0,0,0,0
0.030229641652572695,0.03508771929824561,0.0,0.17647058823529413,0.027562287716154297,0.030229641652572695,0.03508771929824561,0.0,0.17647058823529413,0.027562287716154297,171,10,0.376922607421875,0,0,19,0,0,0,0,0
0.03184101041899818,0.03571428571428571,0.0,0.17647058823529413,0.02800219049328993,0.03184101041899818,0.03571428571428571,0.0,0.17647058823529413,0.02800219049328993,181,10,0.39450740814208984,0,0,16,0,0,0,0,0
0.03360324935285806,0.03571428571428571,0.0,0.17647058823529413,0.028631123922269006,0.03360324935285806,0.03571428571428571,0.0,0.17647058823529413,0.028631123922269006,191,10,0.41350722312927246,0,0,17,0,0,0,0,0
0.03471291647210477,0.03603896103896104,0.0,0.17647058823529413,0.028791733360548542,0.03471291647210477,0.03603896103896104,0.0,0.17647058823529413,0.028791733360548542,201,10,0.4353346824645996,0,0,24,0,0,0,0,0
0.03587942839743702,0.03636363636363636,0.0,0.17647058823529413,0.028997315940562395,0.03587942839743702,0.03636363636363636,0.0,0.17647058823529413,0.028997315940562395,211,10,0.4626576900482178,0,0,28,0,0,0,0,0
0.03708146987225493,0.03636363636363636,0.0,0.17647058823529413,0.029222331353538272,0.03708146987225493,0.03636363636363636,0.0,0.17647058823529413,0.029222331353538272,221,10,0.47849583625793457,0,0,14,0,0,0,0,0
0.038000734443330055,0.03636363636363636,0.0,0.17647058823529413,0.029110489187437884,0.038000734443330055,0.03636363636363636,0.0,0.17647058823529413,0.029110489187437884,231,10,0.4979698657989502,0,0,23,0,0,0,0,0
0.038870976205942424,0.03636363636363636,0.0,0.17647058823529413,0.029141519140612335,0.038870976205942424,0.03636363636363636,0.0,0.17647058823529413,0.029141519140612335,241,10,0.5278921127319336,0,0,41,0,0,0,0,0
0.03973879801803223,0.037037037037037035,0.0,0.17647058823529413,0.02921126078464864,0.03973879801803223,0.037037037037037035,0.0,0.17647058823529413,0.02921126078464864,251,10,0.5472588539123535,0,0,21,0,0,0,0,0
0.040557776697755364,0.037037037037037035,0.0,0.17647058823529413,0.029281669334971627,0.040557776697755364,0.037037037037037035,0.0,0.17647058823529413,0.029281669334971627,261,10,0.5672950744628906,0,0,18,0,0,0,0,0
0.041701275637284416,0.03773584905660377,0.0,0.17647058823529413,0.029557587635058627,0.041701275637284416,0.03773584905660377,0.0,0.17647058823529413,0.029557587635058627,271,10,0.5883708000183105,0,0,18,0,0,0,0,0
