rediscovery_c1ccc2cccc-2cc1_mean,rediscovery_c1ccc2cccc-2cc1_med,rediscovery_c1ccc2cccc-2cc1_min,rediscovery_c1ccc2cccc-2cc1_max,rediscovery_c1ccc2cccc-2cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00023889541625976562,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0005803108215332031,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0039899349212646484,0,0,13,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0065233707427978516,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.00996088981628418,0,0,7,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0.015150785446166992,0,0,12,0,0,0,0,0
0.003246753246753247,0.0,0.0,0.045454545454545456,0.011706335309948017,0.003246753246753247,0.0,0.0,0.045454545454545456,0.011706335309948017,13,5,0.024422883987426758,0,0,22,0,0,0,0,0
0.0022727272727272726,0.0,0.0,0.045454545454545456,0.009906588508046986,0.0022727272727272726,0.0,0.0,0.045454545454545456,0.009906588508046986,19,6,0.032989501953125,0,0,14,0,0,0,0,0
0.007867217867217868,0.0,0.0,0.08888888888888889,0.021055459479745495,0.007867217867217868,0.0,0.0,0.08888888888888889,0.021055459479745495,29,10,0.0455784797668457,0,0,9,0,0,0,0,0
0.009091902762115528,0.0,0.0,0.08888888888888889,0.022860515863834505,0.009091902762115528,0.0,0.0,0.08888888888888889,0.022860515863834505,39,10,0.05723929405212402,0,0,11,0,0,0,0,0
